,Unnamed: 0,год,время_года,климат,город,страна,способ_охлаждения,режим_при_смешанном_типе_охлаждения,способ_обогрева,возраст,пол,ощущение_температуры,ощущение_температуры_(bool),предпочтительное_изменение_температуры,ощущение_движения_воздуха_(bool),предпочтительное_изменение_движения_воздуха,оценка_комфорта,утепление,температура_воздуха_в_помещении,температура_воздуха_на_улице,rh,скорость_воздуха,рост,вес,занавески,вентилятор,окно,двери,отопление,среднемесячная_температура_на_улице,количество_рекламаций,температура_удовлетворительная_%,количество_рекламаций_кат,возраст_кат,rh_кат
187,187,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55.0,Мужской,0.0,1,Без изменений,1,Без изменений,,0.46,24.6,24.1,72.2,0.12,165.1,65.0,0,0,-1,-1,0,22.0,0,77.98,мало,средний возраст,более_60
188,188,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35.0,Мужской,1.0,1,Без изменений,1,Без изменений,,0.46,24.7,24.1,72.9,0.11,165.1,65.0,0,0,1,0,0,22.0,0,77.98,мало,молодой возраст,более_60
189,189,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55.0,Мужской,1.0,1,Без изменений,1,Без изменений,,0.55,24.5,24.1,64.5,0.05,165.1,65.0,0,0,-1,-1,0,22.0,0,77.98,мало,средний возраст,более_60
190,190,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45.0,Мужской,0.0,1,Без изменений,1,Без изменений,,0.36,24.5,24.1,57.4,0.12,165.1,65.0,0,0,1,0,0,22.0,0,77.98,мало,средний возраст,норма
191,191,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,65.0,Мужской,0.0,1,Без изменений,1,Без изменений,,0.46,24.3,24.1,58.6,0.08,165.1,65.0,0,0,0,0,0,22.0,0,77.98,мало,пожилой возраст,норма
192,192,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45.0,Мужской,1.0,-1,Холоднее,1,Больше,,0.52,25.3,24.1,72.9,0.08,165.1,65.0,0,0,-1,-1,0,22.0,3,77.98,много,средний возраст,более_60
193,193,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45.0,Мужской,0.0,1,Без изменений,1,Без изменений,,0.55,24.7,24.1,71.0,0.06,165.1,65.0,0,0,-1,-1,0,22.0,0,77.98,мало,средний возраст,более_60
194,194,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,55.0,Мужской,0.0,1,Без изменений,1,Без изменений,,0.46,24.5,24.1,73.2,0.05,165.1,65.0,0,0,0,0,0,22.0,0,77.98,мало,средний возраст,более_60
195,195,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35.0,Мужской,3.0,-1,Холоднее,-1,Больше,,0.46,25.2,24.1,60.4,0.13,165.1,65.0,0,0,1,0,0,22.0,0,77.98,мало,молодой возраст,более_60
196,196,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45.0,Мужской,0.0,1,Без изменений,1,Без изменений,,0.55,25.2,24.1,59.7,0.09,165.1,65.0,0,0,0,0,0,22.0,0,77.98,мало,средний возраст,норма
197,197,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35.0,Мужской,1.0,1,Без изменений,1,Без изменений,,0.46,24.8,24.1,73.9,0.08,165.1,65.0,0,0,0,0,0,22.0,0,77.98,мало,молодой возраст,более_60
198,198,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,25.0,Женский,-1.0,1,Без изменений,0,Без изменений,4.0,1.12,23.5,24.1,28.9,0.05,144.8,44.0,0,-1,-1,0,0,21.3,0,49.28,мало,молодой возраст,менее_40
199,199,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,25.0,Мужской,-1.0,1,Без изменений,0,Без изменений,5.0,0.59,22.9,24.1,27.7,0.03,172.7,55.0,0,-1,-1,0,0,21.3,0,57.24,мало,молодой возраст,менее_40
200,200,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.77,23.7,24.1,26.3,0.09,162.6,70.0,0,-1,-1,0,0,21.3,0,57.24,мало,средний возраст,менее_40
201,201,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.62,24.9,24.1,31.5,0.09,167.6,58.0,0,-1,-1,0,0,21.3,0,57.24,мало,средний возраст,менее_40
202,202,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,55.0,Женский,-0.5,1,Теплее,0,Без изменений,6.0,0.68,24.3,24.1,43.9,0.03,157.5,55.0,0,0,0,0,0,21.3,0,49.28,мало,средний возраст,норма
203,203,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,45.0,Женский,-1.0,-1,Теплее,0,Без изменений,6.0,0.92,24.7,24.1,26.6,0.09,160.0,80.0,0,0,-1,0,0,21.3,0,49.28,мало,средний возраст,менее_40
204,204,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,35.0,Женский,0.0,1,Теплее,0,Без изменений,6.0,0.91,25.3,24.1,30.1,0.09,160.0,60.0,0,-1,-1,0,0,21.3,0,49.28,мало,молодой возраст,менее_40
205,205,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,5.0,1.04,26.9,24.1,53.0,0.05,167.6,64.0,0,0,-1,0,-1,21.3,0,57.24,мало,молодой возраст,норма
206,206,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,35.0,Мужской,0.0,1,Без изменений,0,Больше,5.0,0.49,26.8,24.1,51.1,0.02,170.2,72.0,0,0,-1,0,-1,21.3,0,57.24,мало,молодой возраст,норма
207,207,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,55.0,Мужской,0.0,1,Холоднее,0,Больше,6.0,0.85,24.4,24.1,26.5,0.09,157.5,57.0,0,-1,1,0,0,21.3,0,57.24,мало,средний возраст,менее_40
208,208,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,55.0,Мужской,0.0,1,Теплее,0,Без изменений,6.0,0.94,23.5,24.1,34.3,0.05,162.6,65.0,0,-1,-1,0,0,21.3,0,57.24,мало,средний возраст,менее_40
209,209,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,25.0,Мужской,0.0,1,Без изменений,0,Больше,5.0,0.57,25.3,24.1,50.8,0.07,175.3,67.0,0,0,-1,0,1,21.3,0,57.24,мало,молодой возраст,норма
210,210,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,45.0,Мужской,2.0,-1,Без изменений,0,Без изменений,2.0,0.52,35.2,24.1,49.9,0.53,162.6,65.0,0,1,-1,0,0,29.5,0,57.24,мало,средний возраст,норма
211,211,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.7,35.9,24.1,45.6,0.54,165.1,56.0,0,1,1,0,0,29.5,0,57.24,мало,молодой возраст,норма
212,212,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,65.0,Мужской,-1.0,1,Без изменений,0,Без изменений,6.0,0.64,29.3,24.1,78.8,1.43,157.5,45.0,0,1,1,0,0,29.5,0,57.24,мало,пожилой возраст,более_60
213,213,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,25.0,Мужской,-1.0,1,Без изменений,0,Без изменений,6.0,0.74,28.7,24.1,82.4,1.0,160.0,50.0,0,1,1,0,0,29.5,0,57.24,мало,молодой возраст,более_60
214,214,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,35.0,Мужской,0.5,1,Без изменений,0,Без изменений,5.0,0.7,25.0,24.1,54.9,0.06,170.2,65.0,0,0,-1,0,-1,29.5,0,57.24,мало,молодой возраст,норма
215,215,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,25.0,Мужской,0.0,1,Без изменений,0,Больше,6.0,0.64,25.1,24.1,54.5,0.09,175.0,92.0,0,0,-1,0,0,29.5,0,57.24,мало,молодой возраст,норма
216,216,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Женский,-0.5,1,Без изменений,0,Без изменений,3.0,1.05,24.0,24.1,59.4,0.1,163.0,82.0,0,0,-1,0,1,29.5,1,49.28,мало,молодой возраст,норма
217,217,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Женский,-0.5,1,Без изменений,0,Больше,4.0,0.59,24.6,24.1,57.2,0.09,157.5,65.0,0,0,-1,0,1,29.5,0,49.28,мало,молодой возраст,норма
218,218,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,55.0,Мужской,2.0,-1,Без изменений,0,Больше,2.0,0.67,34.4,24.1,44.5,0.22,167.0,68.0,0,1,0,0,0,29.5,1,57.24,мало,средний возраст,норма
219,219,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Мужской,1.0,-1,Без изменений,0,Больше,3.0,0.7,27.5,24.1,44.6,0.1,167.6,75.0,0,0,-1,0,1,29.5,1,57.24,мало,молодой возраст,норма
220,220,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,45.0,Мужской,0.0,1,Холоднее,0,Больше,3.0,0.61,30.3,24.1,69.8,0.38,170.2,60.0,0,1,1,0,-1,29.5,1,57.24,мало,средний возраст,более_60
221,221,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,55.0,Мужской,3.0,-1,Холоднее,0,Больше,4.0,0.79,34.1,24.1,42.2,0.31,157.5,56.0,0,1,0,0,0,29.5,0,57.24,мало,средний возраст,норма
222,222,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,25.0,Мужской,0.0,1,Без изменений,0,Больше,4.0,0.74,25.6,24.1,48.0,0.08,172.7,75.0,0,0,-1,0,1,29.5,3,57.24,много,молодой возраст,норма
223,223,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,4.0,0.61,33.7,24.1,54.3,0.32,157.5,55.0,0,1,1,0,0,29.5,0,57.24,мало,средний возраст,норма
224,224,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,45.0,Мужской,0.0,1,Без изменений,0,Больше,4.0,0.7,25.8,24.1,54.7,0.12,175.3,90.0,0,0,-1,0,1,29.5,0,57.24,мало,средний возраст,норма
225,225,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,25.0,Мужской,1.0,-1,Холоднее,0,Больше,4.0,0.74,23.9,24.1,49.5,0.21,170.2,58.0,0,0,0,0,1,29.5,0,57.24,мало,молодой возраст,норма
226,226,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,45.0,Мужской,2.0,-1,Без изменений,0,Больше,4.0,0.79,26.7,24.1,43.0,0.04,167.6,80.0,0,0,0,0,1,29.5,0,57.24,мало,средний возраст,норма
227,227,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,25.0,Мужской,0.0,1,Без изменений,0,Больше,5.0,0.74,25.4,24.1,46.2,0.17,188.0,71.0,0,0,0,0,1,29.5,3,57.24,много,молодой возраст,норма
228,228,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,45.0,Мужской,-2.0,1,Теплее,0,Без изменений,5.0,0.7,25.3,24.1,59.3,0.18,167.6,85.0,0,0,-1,0,1,29.5,0,57.24,мало,средний возраст,норма
229,229,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,45.0,Мужской,0.5,1,Холоднее,0,Больше,5.0,0.61,29.4,24.1,75.5,0.39,160.0,73.0,0,1,1,0,-1,29.5,0,57.24,мало,средний возраст,более_60
230,230,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Мужской,0.0,1,Холоднее,0,Больше,5.0,0.72,29.4,24.1,76.1,0.34,175.3,75.0,0,1,-1,0,0,29.5,0,57.24,мало,молодой возраст,более_60
231,231,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,25.0,Мужской,-1.0,1,Без изменений,0,Без изменений,6.0,0.64,27.2,24.1,48.5,0.11,188.0,95.0,0,0,-1,0,1,29.5,0,57.24,мало,молодой возраст,норма
232,232,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.68,24.5,24.1,47.1,0.1,167.6,70.0,0,0,-1,0,1,29.5,0,57.24,мало,молодой возраст,норма
233,233,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Мужской,0.0,1,Холоднее,0,Без изменений,6.0,0.74,24.4,24.1,45.8,0.08,182.9,89.0,0,0,-1,0,1,29.5,0,57.24,мало,молодой возраст,норма
234,234,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.68,25.8,24.1,46.4,0.1,160.0,60.0,0,0,0,0,1,29.5,0,57.24,мало,молодой возраст,норма
235,235,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Мужской,-2.0,1,Без изменений,0,Больше,6.0,0.73,25.9,24.1,46.8,0.14,180.0,74.0,0,0,0,0,1,29.5,0,57.24,мало,молодой возраст,норма
236,236,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,35.0,Женский,0.0,1,Без изменений,0,Без изменений,6.0,0.71,26.6,24.1,44.0,0.02,162.6,53.0,0,-1,1,0,0,29.9,0,49.28,мало,молодой возраст,норма
237,237,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,35.0,Мужской,0.0,1,Без изменений,0,Больше,4.0,0.62,27.9,24.1,46.3,0.19,188.0,70.0,0,-1,1,0,-1,29.9,0,57.24,мало,молодой возраст,норма
238,238,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,35.0,Мужской,0.0,1,Теплее,0,Больше,4.0,0.81,28.2,24.1,44.9,0.06,154.9,65.0,0,-1,1,0,-1,29.9,0,57.24,мало,молодой возраст,норма
239,239,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,55.0,Мужской,0.0,1,Без изменений,0,Больше,6.0,0.84,25.3,24.1,45.7,0.03,162.6,75.0,0,-1,-1,0,0,29.9,0,57.24,мало,средний возраст,норма
240,240,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Женский,0.0,1,Без изменений,0,Без изменений,5.0,0.96,25.4,24.1,50.1,0.11,160.0,57.0,0,-1,0,0,1,29.9,0,49.28,мало,молодой возраст,норма
241,241,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Женский,1.0,-1,Теплее,0,Больше,5.0,0.66,26.1,24.1,50.1,0.12,165.1,58.0,0,-1,0,0,1,29.9,0,49.28,мало,молодой возраст,норма
242,242,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,45.0,Женский,2.0,-1,Без изменений,0,Больше,6.0,0.64,25.9,24.1,51.6,0.21,157.5,56.0,0,1,0,0,1,29.9,0,49.28,мало,средний возраст,норма
243,243,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,5.0,0.71,26.3,24.1,49.7,0.12,170.2,63.0,0,-1,-1,0,1,29.9,0,57.24,мало,молодой возраст,норма
244,244,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.88,27.8,24.1,46.3,0.22,172.0,65.0,0,1,-1,0,1,29.9,0,57.24,мало,молодой возраст,норма
245,245,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Больше,6.0,0.75,24.5,24.1,54.3,0.08,180.3,72.0,0,-1,0,0,1,29.9,0,57.24,мало,молодой возраст,норма
246,246,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,35.0,Женский,0.0,1,Холоднее,0,Больше,4.0,0.66,27.6,24.1,63.0,0.19,161.3,70.0,0,1,-1,0,-1,30.8,0,49.28,мало,молодой возраст,более_60
247,247,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,55.0,Женский,1.0,1,Без изменений,0,Без изменений,6.0,0.87,26.1,24.1,70.1,0.02,152.4,64.0,0,-1,-1,0,0,30.8,0,49.28,мало,средний возраст,более_60
248,248,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,45.0,Женский,0.0,1,Без изменений,0,Без изменений,6.0,0.68,25.7,24.1,71.8,0.03,167.0,64.0,0,-1,-1,0,0,30.8,0,49.28,мало,средний возраст,более_60
249,249,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,55.0,Мужской,0.0,1,Без изменений,0,Больше,2.0,0.7,26.1,24.1,66.5,0.32,188.0,86.0,0,1,1,0,0,30.8,0,57.24,мало,средний возраст,более_60
250,250,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,55.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.67,26.1,24.1,68.9,0.18,175.3,76.0,0,0,1,0,0,30.8,0,57.24,мало,средний возраст,более_60
251,251,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Женский,-1.0,-1,Холоднее,0,Без изменений,5.0,0.97,25.6,24.1,63.2,0.03,157.5,49.0,0,-1,0,0,1,30.8,0,49.28,мало,молодой возраст,более_60
252,252,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Женский,0.0,1,Без изменений,0,Без изменений,5.0,0.53,24.9,24.1,65.4,0.18,154.9,42.0,0,1,0,0,1,30.8,0,49.28,мало,молодой возраст,более_60
253,253,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,35.0,Женский,0.0,1,Теплее,0,Без изменений,5.0,0.63,23.2,24.1,44.3,0.11,162.6,85.0,0,-1,-1,0,1,30.8,0,49.28,мало,молодой возраст,норма
254,254,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Женский,-1.0,1,Без изменений,0,Без изменений,6.0,0.57,25.3,24.1,63.5,0.45,160.0,67.0,0,1,0,0,1,30.8,0,49.28,мало,молодой возраст,более_60
255,255,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Холоднее,0,Больше,3.0,0.72,25.3,24.1,62.1,0.05,170.2,73.0,0,-1,0,0,1,30.8,1,57.24,мало,молодой возраст,более_60
256,256,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,5.0,0.78,24.9,24.1,65.9,0.2,168.0,55.0,0,1,0,0,1,30.8,0,57.24,мало,молодой возраст,более_60
257,257,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Теплее,0,Больше,6.0,0.7,23.4,24.1,45.1,0.06,185.4,68.0,0,-1,0,0,1,30.8,0,57.24,мало,молодой возраст,норма
258,258,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,-1.0,1,Без изменений,0,Без изменений,6.0,0.68,25.3,24.1,64.8,0.13,167.6,67.0,0,-1,0,0,1,30.8,0,57.24,мало,молодой возраст,более_60
259,259,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,35.0,Мужской,-2.0,1,Без изменений,0,Без изменений,6.0,0.64,22.9,24.1,47.4,0.11,167.6,70.0,0,-1,0,0,1,30.8,0,57.24,мало,молодой возраст,норма
260,260,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Холоднее,0,Без изменений,6.0,0.58,24.6,24.1,64.6,0.09,165.1,67.0,0,1,0,0,1,30.8,0,57.24,мало,молодой возраст,более_60
261,261,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,-1.0,1,Холоднее,0,Без изменений,6.0,0.7,25.7,24.1,61.9,0.11,177.8,60.0,0,-1,0,0,1,30.8,0,57.24,мало,молодой возраст,более_60
262,262,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,35.0,Женский,1.0,1,Без изменений,0,Больше,3.0,1.11,24.2,24.1,43.1,0.08,160.0,55.0,0,0,0,0,1,15.5,2,49.28,средне,молодой возраст,норма
263,263,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,35.0,Мужской,0.0,1,Теплее,0,Больше,3.0,1.22,23.7,24.1,44.0,0.13,174.0,95.0,0,0,0,0,1,15.5,2,57.24,средне,молодой возраст,норма
264,264,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,1.0,22.5,24.1,45.8,0.03,180.0,75.0,0,0,0,0,1,15.5,0,57.24,мало,молодой возраст,норма
265,265,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Мужской,1.0,1,Без изменений,0,Без изменений,6.0,1.02,25.2,24.1,38.9,0.08,172.7,79.0,0,0,0,0,1,15.5,0,57.24,мало,молодой возраст,менее_40
266,266,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,35.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.92,25.0,24.1,42.7,0.08,177.8,84.0,0,0,-1,0,1,15.5,0,57.24,мало,молодой возраст,норма
267,267,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Мужской,1.0,1,Без изменений,0,Больше,6.0,0.93,23.8,24.1,43.8,0.06,164.0,65.0,0,0,0,0,1,15.5,0,57.24,мало,молодой возраст,норма
268,268,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Больше,6.0,1.03,23.2,24.1,45.2,0.06,174.0,70.0,0,0,0,0,1,15.5,0,57.24,мало,молодой возраст,норма
269,269,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,55.0,Женский,-1.0,1,Холоднее,0,Без изменений,3.0,1.47,18.7,24.1,52.2,0.01,157.5,65.0,0,-1,-1,0,0,15.5,0,49.28,мало,средний возраст,норма
270,270,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,35.0,Женский,0.0,1,Без изменений,0,Больше,4.0,0.9,24.0,24.1,39.8,0.05,162.6,48.0,0,-1,-1,0,-1,15.5,0,49.28,мало,молодой возраст,менее_40
271,271,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,45.0,Женский,-1.0,-1,Холоднее,0,Больше,4.0,1.12,20.2,24.1,49.1,0.09,152.4,70.0,0,-1,0,0,0,15.5,0,49.28,мало,средний возраст,норма
272,272,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,35.0,Женский,-0.5,1,Холоднее,0,Без изменений,5.0,0.8,26.6,24.1,33.4,0.08,157.5,57.0,0,-1,-1,0,-1,15.5,0,49.28,мало,молодой возраст,менее_40
273,273,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,35.0,Мужской,-1.0,1,Холоднее,0,Без изменений,5.0,1.32,18.3,24.1,54.4,0.01,165.1,55.0,0,-1,-1,0,0,15.5,0,57.24,мало,молодой возраст,норма
274,274,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,55.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,1.59,17.6,24.1,54.8,0.03,177.8,78.0,0,-1,-1,0,0,15.5,0,57.24,мало,средний возраст,норма
275,275,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Смешанный,Кондиционирование,Механическое отопление,25.0,Мужской,-1.0,-1,Холоднее,0,Без изменений,3.0,1.45,17.5,24.1,53.0,0.07,182.9,85.0,0,-1,-1,0,0,15.5,2,57.24,средне,молодой возраст,норма
276,276,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Женский,0.0,1,Холоднее,0,Больше,5.0,0.66,24.8,24.1,54.1,0.07,160.0,58.0,0,0,0,0,1,30.9,0,49.28,мало,молодой возраст,норма
277,277,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Женский,0.0,1,Без изменений,0,Без изменений,6.0,0.66,23.7,24.1,56.2,0.11,157.5,47.0,0,0,0,0,1,30.9,0,49.28,мало,молодой возраст,норма
278,278,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Женский,0.0,1,Без изменений,0,Без изменений,6.0,0.6,23.9,24.1,55.1,0.11,160.0,59.0,0,0,0,0,1,30.9,0,49.28,мало,молодой возраст,норма
279,279,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Больше,5.0,0.81,23.1,24.1,57.6,0.07,188.0,95.0,0,0,0,0,1,30.9,0,57.24,мало,молодой возраст,норма
280,280,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,35.0,Мужской,-0.5,1,Без изменений,0,Больше,5.0,0.75,23.2,24.1,57.1,0.08,160.0,67.0,0,0,0,0,1,30.9,0,57.24,мало,молодой возраст,норма
281,281,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.74,24.0,24.1,49.5,0.09,172.7,68.0,0,0,0,0,1,30.9,0,57.24,мало,молодой возраст,норма
282,282,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.64,22.9,24.1,49.9,0.06,172.7,80.0,0,0,0,0,1,30.9,0,57.24,мало,молодой возраст,норма
283,283,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.83,23.9,24.1,54.7,0.06,180.3,110.0,0,0,0,0,1,30.9,0,57.24,мало,средний возраст,норма
