,год,время_года,климат,город,страна,способ_охлаждения,режим_при_смешанном_типе_охлаждения,способ_обогрева,возраст,пол,ощущение_температуры,ощущение_температуры_(bool),предпочтительное_изменение_температуры,ощущение_движения_воздуха_(bool),предпочтительное_изменение_движения_воздуха,оценка_комфорта,утепление,температура_воздуха_в_помещении,температура_воздуха_на_улице,rh,скорость_воздуха,рост,вес,занавески,вентилятор,окно,двери,отопление,среднемесячная_температура_на_улице,количество_рекламаций,температура_удовлетворительная_%,количество_рекламаций_кат,возраст_кат
195,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35.0,Мужской,3.0,-1,Холоднее,-1,Больше,,0.46,25.2,24.1,60.4,0.13,165.1,65.0,0,0,1,0,0,22.0,0,77.98,мало,молодой возраст
196,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,45.0,Мужской,0.0,1,Без изменений,1,Без изменений,,0.55,25.2,24.1,59.7,0.09,165.1,65.0,0,0,0,0,0,22.0,0,77.98,мало,средний возраст
197,2010,Лето,Cубтропический океанический,Сидней,Австралия,Смешанный,Кондиционирование,Механическое отопление,35.0,Мужской,1.0,1,Без изменений,1,Без изменений,,0.46,24.8,24.1,73.9,0.08,165.1,65.0,0,0,0,0,0,22.0,0,77.98,мало,молодой возраст
198,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,25.0,Женский,-1.0,1,Без изменений,0,Без изменений,4.0,1.12,23.5,24.1,28.9,0.05,144.8,44.0,0,-1,-1,0,0,21.3,0,49.28,мало,молодой возраст
199,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,25.0,Мужской,-1.0,1,Без изменений,0,Без изменений,5.0,0.59,22.9,24.1,27.7,0.03,172.7,55.0,0,-1,-1,0,0,21.3,0,57.24,мало,молодой возраст
200,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.77,23.7,24.1,26.3,0.09,162.6,70.0,0,-1,-1,0,0,21.3,0,57.24,мало,средний возраст
201,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.62,24.9,24.1,31.5,0.09,167.6,58.0,0,-1,-1,0,0,21.3,0,57.24,мало,средний возраст
202,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,55.0,Женский,-0.5,1,Теплее,0,Без изменений,6.0,0.68,24.3,24.1,43.9,0.03,157.5,55.0,0,0,0,0,0,21.3,0,49.28,мало,средний возраст
203,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,45.0,Женский,-1.0,-1,Теплее,0,Без изменений,6.0,0.92,24.7,24.1,26.6,0.09,160.0,80.0,0,0,-1,0,0,21.3,0,49.28,мало,средний возраст
204,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,35.0,Женский,0.0,1,Теплее,0,Без изменений,6.0,0.91,25.3,24.1,30.1,0.09,160.0,60.0,0,-1,-1,0,0,21.3,0,49.28,мало,молодой возраст
205,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,5.0,1.04,26.9,24.1,53.0,0.05,167.6,64.0,0,0,-1,0,-1,21.3,0,57.24,мало,молодой возраст
206,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,35.0,Мужской,0.0,1,Без изменений,0,Больше,5.0,0.49,26.8,24.1,51.1,0.02,170.2,72.0,0,0,-1,0,-1,21.3,0,57.24,мало,молодой возраст
207,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,55.0,Мужской,0.0,1,Холоднее,0,Больше,6.0,0.85,24.4,24.1,26.5,0.09,157.5,57.0,0,-1,1,0,0,21.3,0,57.24,мало,средний возраст
208,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,55.0,Мужской,0.0,1,Теплее,0,Без изменений,6.0,0.94,23.5,24.1,34.3,0.05,162.6,65.0,0,-1,-1,0,0,21.3,0,57.24,мало,средний возраст
209,2012,Зима,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,25.0,Мужской,0.0,1,Без изменений,0,Больше,5.0,0.57,25.3,24.1,50.8,0.07,175.3,67.0,0,0,-1,0,1,21.3,0,57.24,мало,молодой возраст
210,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,45.0,Мужской,2.0,-1,Без изменений,0,Без изменений,2.0,0.52,35.2,24.1,49.9,0.53,162.6,65.0,0,1,-1,0,0,29.5,0,57.24,мало,средний возраст
211,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.7,35.9,24.1,45.6,0.54,165.1,56.0,0,1,1,0,0,29.5,0,57.24,мало,молодой возраст
212,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,65.0,Мужской,-1.0,1,Без изменений,0,Без изменений,6.0,0.64,29.3,24.1,78.8,1.43,157.5,45.0,0,1,1,0,0,29.5,0,57.24,мало,пожилой возраст
213,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Вентиляция,,,25.0,Мужской,-1.0,1,Без изменений,0,Без изменений,6.0,0.74,28.7,24.1,82.4,1.0,160.0,50.0,0,1,1,0,0,29.5,0,57.24,мало,молодой возраст
214,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,35.0,Мужской,0.5,1,Без изменений,0,Без изменений,5.0,0.7,25.0,24.1,54.9,0.06,170.2,65.0,0,0,-1,0,-1,29.5,0,57.24,мало,молодой возраст
215,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Вентиляция,,25.0,Мужской,0.0,1,Без изменений,0,Больше,6.0,0.64,25.1,24.1,54.5,0.09,175.0,92.0,0,0,-1,0,0,29.5,0,57.24,мало,молодой возраст
216,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Женский,-0.5,1,Без изменений,0,Без изменений,3.0,1.05,24.0,24.1,59.4,0.1,163.0,82.0,0,0,-1,0,1,29.5,1,49.28,мало,молодой возраст
217,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Женский,-0.5,1,Без изменений,0,Больше,4.0,0.59,24.6,24.1,57.2,0.09,157.5,65.0,0,0,-1,0,1,29.5,0,49.28,мало,молодой возраст
218,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,55.0,Мужской,2.0,-1,Без изменений,0,Больше,2.0,0.67,34.4,24.1,44.5,0.22,167.0,68.0,0,1,0,0,0,29.5,1,57.24,мало,средний возраст
219,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Мужской,1.0,-1,Без изменений,0,Больше,3.0,0.7,27.5,24.1,44.6,0.1,167.6,75.0,0,0,-1,0,1,29.5,1,57.24,мало,молодой возраст
220,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,45.0,Мужской,0.0,1,Холоднее,0,Больше,3.0,0.61,30.3,24.1,69.8,0.38,170.2,60.0,0,1,1,0,-1,29.5,1,57.24,мало,средний возраст
221,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,55.0,Мужской,3.0,-1,Холоднее,0,Больше,4.0,0.79,34.1,24.1,42.2,0.31,157.5,56.0,0,1,0,0,0,29.5,0,57.24,мало,средний возраст
222,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,25.0,Мужской,0.0,1,Без изменений,0,Больше,4.0,0.74,25.6,24.1,48.0,0.08,172.7,75.0,0,0,-1,0,1,29.5,3,57.24,много,молодой возраст
223,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,4.0,0.61,33.7,24.1,54.3,0.32,157.5,55.0,0,1,1,0,0,29.5,0,57.24,мало,средний возраст
224,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,45.0,Мужской,0.0,1,Без изменений,0,Больше,4.0,0.7,25.8,24.1,54.7,0.12,175.3,90.0,0,0,-1,0,1,29.5,0,57.24,мало,средний возраст
225,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,25.0,Мужской,1.0,-1,Холоднее,0,Больше,4.0,0.74,23.9,24.1,49.5,0.21,170.2,58.0,0,0,0,0,1,29.5,0,57.24,мало,молодой возраст
226,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,45.0,Мужской,2.0,-1,Без изменений,0,Больше,4.0,0.79,26.7,24.1,43.0,0.04,167.6,80.0,0,0,0,0,1,29.5,0,57.24,мало,средний возраст
227,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,25.0,Мужской,0.0,1,Без изменений,0,Больше,5.0,0.74,25.4,24.1,46.2,0.17,188.0,71.0,0,0,0,0,1,29.5,3,57.24,много,молодой возраст
228,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,45.0,Мужской,-2.0,1,Теплее,0,Без изменений,5.0,0.7,25.3,24.1,59.3,0.18,167.6,85.0,0,0,-1,0,1,29.5,0,57.24,мало,средний возраст
229,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,45.0,Мужской,0.5,1,Холоднее,0,Больше,5.0,0.61,29.4,24.1,75.5,0.39,160.0,73.0,0,1,1,0,-1,29.5,0,57.24,мало,средний возраст
230,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Мужской,0.0,1,Холоднее,0,Больше,5.0,0.72,29.4,24.1,76.1,0.34,175.3,75.0,0,1,-1,0,0,29.5,0,57.24,мало,молодой возраст
231,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,25.0,Мужской,-1.0,1,Без изменений,0,Без изменений,6.0,0.64,27.2,24.1,48.5,0.11,188.0,95.0,0,0,-1,0,1,29.5,0,57.24,мало,молодой возраст
232,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.68,24.5,24.1,47.1,0.1,167.6,70.0,0,0,-1,0,1,29.5,0,57.24,мало,молодой возраст
233,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Мужской,0.0,1,Холоднее,0,Без изменений,6.0,0.74,24.4,24.1,45.8,0.08,182.9,89.0,0,0,-1,0,1,29.5,0,57.24,мало,молодой возраст
234,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.68,25.8,24.1,46.4,0.1,160.0,60.0,0,0,0,0,1,29.5,0,57.24,мало,молодой возраст
235,2012,Лето,Жаркий полузасушливый,Ахмедабад,Индия,Смешанный,Кондиционирование,,35.0,Мужской,-2.0,1,Без изменений,0,Больше,6.0,0.73,25.9,24.1,46.8,0.14,180.0,74.0,0,0,0,0,1,29.5,0,57.24,мало,молодой возраст
236,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,35.0,Женский,0.0,1,Без изменений,0,Без изменений,6.0,0.71,26.6,24.1,44.0,0.02,162.6,53.0,0,-1,1,0,0,29.9,0,49.28,мало,молодой возраст
237,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,35.0,Мужской,0.0,1,Без изменений,0,Больше,4.0,0.62,27.9,24.1,46.3,0.19,188.0,70.0,0,-1,1,0,-1,29.9,0,57.24,мало,молодой возраст
238,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,35.0,Мужской,0.0,1,Теплее,0,Больше,4.0,0.81,28.2,24.1,44.9,0.06,154.9,65.0,0,-1,1,0,-1,29.9,0,57.24,мало,молодой возраст
239,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,55.0,Мужской,0.0,1,Без изменений,0,Больше,6.0,0.84,25.3,24.1,45.7,0.03,162.6,75.0,0,-1,-1,0,0,29.9,0,57.24,мало,средний возраст
240,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Женский,0.0,1,Без изменений,0,Без изменений,5.0,0.96,25.4,24.1,50.1,0.11,160.0,57.0,0,-1,0,0,1,29.9,0,49.28,мало,молодой возраст
241,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Женский,1.0,-1,Теплее,0,Больше,5.0,0.66,26.1,24.1,50.1,0.12,165.1,58.0,0,-1,0,0,1,29.9,0,49.28,мало,молодой возраст
242,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,45.0,Женский,2.0,-1,Без изменений,0,Больше,6.0,0.64,25.9,24.1,51.6,0.21,157.5,56.0,0,1,0,0,1,29.9,0,49.28,мало,средний возраст
243,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,5.0,0.71,26.3,24.1,49.7,0.12,170.2,63.0,0,-1,-1,0,1,29.9,0,57.24,мало,молодой возраст
244,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.88,27.8,24.1,46.3,0.22,172.0,65.0,0,1,-1,0,1,29.9,0,57.24,мало,молодой возраст
245,2012,Зима,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Больше,6.0,0.75,24.5,24.1,54.3,0.08,180.3,72.0,0,-1,0,0,1,29.9,0,57.24,мало,молодой возраст
246,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,35.0,Женский,0.0,1,Холоднее,0,Больше,4.0,0.66,27.6,24.1,63.0,0.19,161.3,70.0,0,1,-1,0,-1,30.8,0,49.28,мало,молодой возраст
247,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,55.0,Женский,1.0,1,Без изменений,0,Без изменений,6.0,0.87,26.1,24.1,70.1,0.02,152.4,64.0,0,-1,-1,0,0,30.8,0,49.28,мало,средний возраст
248,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,45.0,Женский,0.0,1,Без изменений,0,Без изменений,6.0,0.68,25.7,24.1,71.8,0.03,167.0,64.0,0,-1,-1,0,0,30.8,0,49.28,мало,средний возраст
249,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,55.0,Мужской,0.0,1,Без изменений,0,Больше,2.0,0.7,26.1,24.1,66.5,0.32,188.0,86.0,0,1,1,0,0,30.8,0,57.24,мало,средний возраст
250,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Вентиляция,,,55.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.67,26.1,24.1,68.9,0.18,175.3,76.0,0,0,1,0,0,30.8,0,57.24,мало,средний возраст
251,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Женский,-1.0,-1,Холоднее,0,Без изменений,5.0,0.97,25.6,24.1,63.2,0.03,157.5,49.0,0,-1,0,0,1,30.8,0,49.28,мало,молодой возраст
252,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Женский,0.0,1,Без изменений,0,Без изменений,5.0,0.53,24.9,24.1,65.4,0.18,154.9,42.0,0,1,0,0,1,30.8,0,49.28,мало,молодой возраст
253,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,35.0,Женский,0.0,1,Теплее,0,Без изменений,5.0,0.63,23.2,24.1,44.3,0.11,162.6,85.0,0,-1,-1,0,1,30.8,0,49.28,мало,молодой возраст
254,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Женский,-1.0,1,Без изменений,0,Без изменений,6.0,0.57,25.3,24.1,63.5,0.45,160.0,67.0,0,1,0,0,1,30.8,0,49.28,мало,молодой возраст
255,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Холоднее,0,Больше,3.0,0.72,25.3,24.1,62.1,0.05,170.2,73.0,0,-1,0,0,1,30.8,1,57.24,мало,молодой возраст
256,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,5.0,0.78,24.9,24.1,65.9,0.2,168.0,55.0,0,1,0,0,1,30.8,0,57.24,мало,молодой возраст
257,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Теплее,0,Больше,6.0,0.7,23.4,24.1,45.1,0.06,185.4,68.0,0,-1,0,0,1,30.8,0,57.24,мало,молодой возраст
258,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,-1.0,1,Без изменений,0,Без изменений,6.0,0.68,25.3,24.1,64.8,0.13,167.6,67.0,0,-1,0,0,1,30.8,0,57.24,мало,молодой возраст
259,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,35.0,Мужской,-2.0,1,Без изменений,0,Без изменений,6.0,0.64,22.9,24.1,47.4,0.11,167.6,70.0,0,-1,0,0,1,30.8,0,57.24,мало,молодой возраст
260,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Холоднее,0,Без изменений,6.0,0.58,24.6,24.1,64.6,0.09,165.1,67.0,0,1,0,0,1,30.8,0,57.24,мало,молодой возраст
261,2012,Лето,Тропическая влажная саванна,Бангалор,Индия,Кондиционирование,,,25.0,Мужской,-1.0,1,Холоднее,0,Без изменений,6.0,0.7,25.7,24.1,61.9,0.11,177.8,60.0,0,-1,0,0,1,30.8,0,57.24,мало,молодой возраст
262,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,35.0,Женский,1.0,1,Без изменений,0,Больше,3.0,1.11,24.2,24.1,43.1,0.08,160.0,55.0,0,0,0,0,1,15.5,2,49.28,средне,молодой возраст
263,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,35.0,Мужской,0.0,1,Теплее,0,Больше,3.0,1.22,23.7,24.1,44.0,0.13,174.0,95.0,0,0,0,0,1,15.5,2,57.24,средне,молодой возраст
264,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,1.0,22.5,24.1,45.8,0.03,180.0,75.0,0,0,0,0,1,15.5,0,57.24,мало,молодой возраст
265,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Мужской,1.0,1,Без изменений,0,Без изменений,6.0,1.02,25.2,24.1,38.9,0.08,172.7,79.0,0,0,0,0,1,15.5,0,57.24,мало,молодой возраст
266,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,35.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.92,25.0,24.1,42.7,0.08,177.8,84.0,0,0,-1,0,1,15.5,0,57.24,мало,молодой возраст
267,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Мужской,1.0,1,Без изменений,0,Больше,6.0,0.93,23.8,24.1,43.8,0.06,164.0,65.0,0,0,0,0,1,15.5,0,57.24,мало,молодой возраст
268,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Больше,6.0,1.03,23.2,24.1,45.2,0.06,174.0,70.0,0,0,0,0,1,15.5,0,57.24,мало,молодой возраст
269,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,55.0,Женский,-1.0,1,Холоднее,0,Без изменений,3.0,1.47,18.7,24.1,52.2,0.01,157.5,65.0,0,-1,-1,0,0,15.5,0,49.28,мало,средний возраст
270,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,35.0,Женский,0.0,1,Без изменений,0,Больше,4.0,0.9,24.0,24.1,39.8,0.05,162.6,48.0,0,-1,-1,0,-1,15.5,0,49.28,мало,молодой возраст
271,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,45.0,Женский,-1.0,-1,Холоднее,0,Больше,4.0,1.12,20.2,24.1,49.1,0.09,152.4,70.0,0,-1,0,0,0,15.5,0,49.28,мало,средний возраст
272,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,35.0,Женский,-0.5,1,Холоднее,0,Без изменений,5.0,0.8,26.6,24.1,33.4,0.08,157.5,57.0,0,-1,-1,0,-1,15.5,0,49.28,мало,молодой возраст
273,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,35.0,Мужской,-1.0,1,Холоднее,0,Без изменений,5.0,1.32,18.3,24.1,54.4,0.01,165.1,55.0,0,-1,-1,0,0,15.5,0,57.24,мало,молодой возраст
274,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,55.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,1.59,17.6,24.1,54.8,0.03,177.8,78.0,0,-1,-1,0,0,15.5,0,57.24,мало,средний возраст
275,2012,Зима,Влажный субтропический муссонный,Дели,Индия,Смешанный,Кондиционирование,Механическое отопление,25.0,Мужской,-1.0,-1,Холоднее,0,Без изменений,3.0,1.45,17.5,24.1,53.0,0.07,182.9,85.0,0,-1,-1,0,0,15.5,2,57.24,средне,молодой возраст
276,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Женский,0.0,1,Холоднее,0,Больше,5.0,0.66,24.8,24.1,54.1,0.07,160.0,58.0,0,0,0,0,1,30.9,0,49.28,мало,молодой возраст
277,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Женский,0.0,1,Без изменений,0,Без изменений,6.0,0.66,23.7,24.1,56.2,0.11,157.5,47.0,0,0,0,0,1,30.9,0,49.28,мало,молодой возраст
278,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Женский,0.0,1,Без изменений,0,Без изменений,6.0,0.6,23.9,24.1,55.1,0.11,160.0,59.0,0,0,0,0,1,30.9,0,49.28,мало,молодой возраст
279,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Больше,5.0,0.81,23.1,24.1,57.6,0.07,188.0,95.0,0,0,0,0,1,30.9,0,57.24,мало,молодой возраст
280,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,35.0,Мужской,-0.5,1,Без изменений,0,Больше,5.0,0.75,23.2,24.1,57.1,0.08,160.0,67.0,0,0,0,0,1,30.9,0,57.24,мало,молодой возраст
281,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.74,24.0,24.1,49.5,0.09,172.7,68.0,0,0,0,0,1,30.9,0,57.24,мало,молодой возраст
282,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.64,22.9,24.1,49.9,0.06,172.7,80.0,0,0,0,0,1,30.9,0,57.24,мало,молодой возраст
283,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.83,23.9,24.1,54.7,0.06,180.3,110.0,0,0,0,0,1,30.9,0,57.24,мало,средний возраст
284,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Кондиционирование,,,45.0,Мужской,0.0,1,Теплее,0,Без изменений,6.0,0.74,24.8,24.1,51.5,0.12,170.2,70.0,0,0,-1,0,1,30.9,0,57.24,мало,средний возраст
285,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,Механическое отопление,25.0,Женский,1.0,1,Теплее,0,Больше,2.0,0.57,37.0,24.1,39.6,1.23,152.4,50.0,0,1,-1,0,-1,30.9,0,49.28,мало,молодой возраст
286,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,Механическое отопление,25.0,Женский,3.0,1,Теплее,0,Без изменений,3.0,0.57,37.4,24.1,41.3,0.13,157.5,50.0,0,1,-1,0,-1,30.9,0,49.28,мало,молодой возраст
287,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,55.0,Женский,0.0,1,Без изменений,0,Без изменений,6.0,0.63,32.2,24.1,72.6,0.24,157.5,65.0,0,1,1,0,-1,30.9,0,49.28,мало,средний возраст
288,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,55.0,Мужской,3.0,-1,Теплее,0,Больше,2.0,0.7,35.8,24.1,44.8,0.32,160.0,70.0,0,1,0,0,0,30.9,0,57.24,мало,средний возраст
289,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,Механическое отопление,45.0,Мужской,1.0,-1,Теплее,0,Больше,5.0,0.68,36.2,24.1,45.1,0.82,177.8,81.0,0,1,1,0,0,30.9,0,57.24,мало,средний возраст
290,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,35.0,Мужской,0.0,1,Теплее,0,Без изменений,5.0,0.46,31.6,24.1,69.1,0.32,172.7,50.0,0,1,1,0,-1,30.9,0,57.24,мало,молодой возраст
291,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Вентиляция,,55.0,Мужской,1.0,-1,Теплее,0,Без изменений,6.0,0.74,31.4,24.1,74.1,0.17,160.0,65.0,0,1,0,0,0,30.9,0,57.24,мало,средний возраст
292,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Кондиционирование,Механическое отопление,55.0,Женский,0.0,1,Теплее,0,Больше,5.0,0.65,28.2,24.1,60.3,0.2,152.4,60.0,0,1,-1,0,1,30.9,0,49.28,мало,средний возраст
293,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Кондиционирование,,35.0,Женский,0.0,1,Без изменений,0,Без изменений,5.0,0.53,29.6,24.1,60.4,0.56,157.5,59.0,0,1,-1,0,1,30.9,0,49.28,мало,молодой возраст
294,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Кондиционирование,,55.0,Мужской,3.0,-1,Теплее,0,Больше,1.0,0.67,37.1,24.1,47.0,0.5,167.6,75.0,0,1,1,0,1,30.9,1,57.24,мало,средний возраст
295,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Кондиционирование,,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.7,29.2,24.1,59.7,0.5,170.2,55.0,0,1,-1,0,1,30.9,0,57.24,мало,средний возраст
296,2012,Лето,Влажный субтропический муссонный,Дели,Индия,Смешанный,Кондиционирование,,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.53,26.2,24.1,41.4,0.41,160.0,55.0,0,1,-1,0,1,30.9,0,57.24,мало,молодой возраст
